ColorName,HexCode,RGB_1,RGB_2,RGB_3
Minion Yellow,#fed55d,254,213,93
Peach Fury,#f88435,248,132,53
Griffin,#8d8f8f,141,143,143
Sugar Quill,#ebe5d7,235,229,215
Mont Blanc,#9eb6d8,158,182,216
Latte,#c5a582,197,165,130
Emoji Yellow,#ffde34,255,222,52
Plum,#5a315d,90,49,93
Caveman,#625c58,98,92,88
Meat,#f08080,240,128,128
Emperor Jade,#007b75,0,123,117
Ariel,#aed7ea,174,215,234
Gun Powder,#484753,72,71,83
Illicit Green,#56fca2,86,252,162
White,#ffffff,255,255,255
Piercing Pink,#dd00ee,221,0,238
Milk Chocolate,#7f4e1e,127,78,30
Mermaid's Kiss,#59c8a5,89,200,165
Maharaja,#3f354f,63,53,79
Oriental Blush,#d7c6e1,215,198,225
Mustard,#ceb301,206,179,1
Voldemort,#2d135f,45,19,95
Candy Corn,#fcfc5d,252,252,93
Rainforest,#009a70,0,154,112
Bear Hug,#796359,121,99,89
Blackberry,#43182f,67,24,47
Cookie Crust,#e3b258,227,178,88
King Neptune,#7794c0,119,148,192
Kirsch,#b2132b,178,19,43
Chalet,#c29867,194,152,103
Ayahuasca Vine,#665500,102,85,0
Violet Vapor,#e5dae1,229,218,225
Lincoln Green,#195905,25,89,5
Bergamot,#95c703,149,199,3
Plutonium,#35fa00,53,250,0
Pharmaceutical Green,#087e34,8,126,52
Hydra,#006995,0,105,149
Desert Locust,#a9a450,169,164,80
Mexican Standoff,#ec9f76,236,159,118
Harvest Gold,#eab76a,234,183,106
Obsidian,#445055,68,80,85
Purple Heart,#69359c,105,53,156
Pickled,#b3a74b,179,167,75
Salted Caramel Popcorn,#fdb251,253,178,81
Ginger Dough,#b06d3b,176,109,59
Fly a Kite,#c8daf5,200,218,245
Nuclear Mango,#ee9933,238,153,51
White Porcelain,#f8fbf8,248,251,248
Bethlehem Superstar,#eaeeda,234,238,218
Melon,#ff7855,255,120,85
Phaser Beam,#ff4d00,255,77,0
Light Red,#f3d3d9,243,211,217
Camel Cardinal,#cc9944,204,153,68
Poisonous Dart,#77ff66,119,255,102
Bruise,#7e4071,126,64,113
Orange Crush,#ee7733,238,119,51
Copacabana,#006c8d,0,108,141
Flaming Flamingo,#dd55ff,221,85,255
Fist of the North Star,#225599,34,85,153
Firecracker,#f36944,243,105,68
Matt Lilac,#dec6d3,222,198,211
Big Bang Pink,#ff0099,255,0,153
Fizz,#b1dbaa,177,219,170
Birch White,#f6eedf,246,238,223
Promenade,#f8f6df,248,246,223
Miyamoto Red,#e4030f,228,3,15
Eat Your Greens,#696845,105,104,69
Pink Panther,#ff0090,255,0,144
Jazzy Jade,#55ddcc,85,221,204
Garden Snail,#cdb1ab,205,177,171
Matt Black,#151515,21,21,21
Grim Grey,#e3dcd6,227,220,214
PCB Green,#002d04,0,45,4
Foggy Love,#d5c7e8,213,199,232
Eucalyptus,#329760,50,151,96
Dead Pixel,#3b3a3a,59,58,58
Ranch House,#7b645a,123,100,90
Gold Rush,#c4a777,196,167,119
Chili Con Carne,#985e2b,152,94,43
Head in the Clouds,#d1dde1,209,221,225
Tiger,#be9c67,190,156,103
Mountain Dew,#cfe2e0,207,226,224
Fish Pond,#86c8ed,134,200,237
Campfire,#ce5f38,206,95,56
Dorn Yellow,#fff200,255,242,0
Yellow Submarine,#ffff14,255,255,20
Minotaurus Brown,#882211,136,34,17
Polished Apple,#862a2e,134,42,46
Billiard,#00aa92,0,170,146
Mellow Mint,#ddedbd,221,237,189
Graphite Black,#262a2b,38,42,43
Paradise Bird,#ff8c55,255,140,85
Jurassic Park,#3c663e,60,102,62
Fabric of Space,#341758,52,23,88
Cookie Crumb,#b19778,177,151,120
Turquoise,#06c2ac,6,194,172
Vampire Red,#dd4132,221,65,50
La Palma,#428929,66,137,41
Koromiko,#feb552,254,181,82
Isolation,#494d55,73,77,85
Nouveau-Riche,#ffbb77,255,187,119
Furious Red,#ff1100,255,17,0
Caribou,#816d5e,129,109,94
Citrus,#9fb70a,159,183,10
Pork Belly,#f8e0e7,248,224,231
Nightlife,#27426b,39,66,107
Jet Black,#2d2c2f,45,44,47
Sour Green,#c1e613,193,230,19
Meteorite,#4a3b6a,74,59,106
Grain of Salt,#d8dbe1,216,219,225
Cafe Latte,#d6c6b4,214,198,180
Brilliance,#fdfdfd,253,253,253
Happy Hippo,#818581,129,133,129
Lights Out,#3d474b,61,71,75
Wasabi Nori,#333300,51,51,0
Blue,#0000ff,0,0,255
Dream Setting,#ff77bb,255,119,187
Orbital Kingdom,#220088,34,0,136
Biscuit Dough,#e8dbbd,232,219,189
Garfield,#a75429,167,84,41
Iron,#5e5e5e,94,94,94
In Good Taste,#b6d4a0,182,212,160
Leaf,#71aa34,113,170,52
Lemon Tart,#ffdd66,255,221,102
Ms. Pac-Man Kiss,#ff00aa,255,0,170
Intergalactic,#4d516c,77,81,108
Hourglass,#e5e0d5,229,224,213
Last Straw,#e3dbcd,227,219,205
Wintermint,#94d2bf,148,210,191
Placebo Yellow,#fcfbeb,252,251,235
Coin Slot,#ff4411,255,68,17
Old Gold,#cfb53b,207,181,59
Dynamite,#ff4422,255,68,34
Luscious Lemongrass,#517933,81,121,51
Pastel Magenta,#f49ac2,244,154,194
Pastel Pink,#dea5a4,222,165,164
We Peep,#fdd7d8,253,215,216
Instant Noodles,#f4d493,244,212,147
Crystal Gem,#79d0a7,121,208,167
Pink Prestige,#ee99aa,238,153,170
Carnivore,#991111,153,17,17
Autumn Crocodile,#447744,68,119,68
Celery,#b4c04c,180,192,76
Kings Yellow,#ead665,234,214,101
Foliage,#95b388,149,179,136
Mount Eden,#e7efe0,231,239,224
Furry Lion,#f09338,240,147,56
Majestic Eggplant,#443388,68,51,136
Continental Waters,#98c6cb,152,198,203
Starship Tonic,#cce7e8,204,231,232
Flirty Salmon,#fa7069,250,112,105
Bud Green,#79b465,121,180,101
Intense Passion,#df3163,223,49,99
Artisans Gold,#f2ab46,242,171,70
Captain Kirk,#9b870c,155,135,12
Spaghetti Monster,#eecc88,238,204,136
Archeology,#6e6a5e,110,106,94
Beyond the Pines,#688049,104,128,73
Black Knight,#010b13,1,11,19
Rosé,#f7746b,247,116,107
Mademoiselle Pink,#f504c9,245,4,201
Martian,#aea132,174,161,50
Tropical Turquoise,#04cdff,4,205,255
Lush Garden,#008811,0,136,17
Mandarin,#f37a48,243,122,72
Dangerous Robot,#cbc5c6,203,197,198
Flip-Flop,#f2c4a7,242,196,167
Gingerbread House,#ca994e,202,153,78
Lit,#fffed8,255,254,216
Chain Mail,#81777f,129,119,127
Cherry,#cf0234,207,2,52
Lindworm Green,#172808,23,40,8
Pink Party,#ff55ee,255,85,238
Coalmine,#220033,34,0,51
Magnet,#4d4b4f,77,75,79
Intimate Journal,#ccbb99,204,187,153
Yellow Buzzing,#eedd11,238,221,17
Mosslands,#779966,119,153,102
Cuttlefish,#7fbbc2,127,187,194
Vintage Copper,#9d5f46,157,95,70
Netherworld,#881111,136,17,17
Homeopathic Mint,#e5ead8,229,234,216
Dark Forest,#556962,85,105,98
Piercing Red,#dd1122,221,17,34
Lacrosse,#2e5c58,46,92,88
Back In Black,#16141c,22,20,28
German Hop,#89ac27,137,172,39
Plum Highness,#885577,136,85,119
Ecological,#677f70,103,127,112
Cotton Candy,#ffbcd9,255,188,217
Dragon Fire,#fc642d,252,100,45
Pink Flamingo,#ff66ff,255,102,255
Plein Air,#bfcad6,191,202,214
Lush,#c5bda0,197,189,160
Bat-Signal,#feff00,254,255,0
Hydro,#426972,66,105,114
Fake Love,#cc77ee,204,119,238
Pine,#2b5d34,43,93,52
Green Goblin,#11bb33,17,187,51
Oriental Ruby,#ce536b,206,83,107
Valkyrie,#eecc22,238,204,34
Oriental Pink,#c28e88,194,142,136
Royal Milk Tea,#f7cfb4,247,207,180
Framboise,#e40058,228,0,88
Macaroni,#f3d085,243,208,133
Gravlax,#ec834f,236,131,79
Eiffel Tower,#998e83,153,142,131
Flip a Coin,#ccddcc,204,221,204
Cloudless,#d6eafc,214,234,252
Chocolate Rain,#714f29,113,79,41
Pelati,#ff3333,255,51,51
Neptune Green,#7fbb9e,127,187,158
Flying Carpet,#787489,120,116,137
Merino,#e1dbd0,225,219,208
Atomic Pink,#fb7efd,251,126,253
Endo,#5da464,93,164,100
Peaches of Immortality,#d98586,217,133,134
Coral Kiss,#ffddc7,255,221,199
Agent Orange,#ee6633,238,102,51
Medlar,#d5d7bf,213,215,191
Pinkalicious,#ff99ff,255,153,255
Obscure Ogre,#771908,119,25,8
Herbal Vapors,#ddffcc,221,255,204
King of Waves,#c6dce7,198,220,231
Star of Life,#057bc1,5,123,193
Muted Green,#5fa052,95,160,82
Bitter Lemon,#d2db32,210,219,50
Wet Asphalt,#989cab,152,156,171
Furnace,#dd4124,221,65,36
Aloe Vera,#678779,103,135,121
Pirate's Hook,#b08f42,176,143,66
Warm Welcome,#ea9073,234,144,115
Gunsmoke,#7a7c76,122,124,118
Your Shadow,#787e93,120,126,147
Ruthless Empress,#573894,87,56,148
Orb of Harmony,#eedd44,238,221,68
Verde,#7fb383,127,179,131
Old Heart,#e66a77,230,106,119
Wild Wheat,#e0e1d1,224,225,209
Belgian Waffle,#f3dfb6,243,223,182
Violet Poison,#8601bf,134,1,191
Passionate Plum,#753a58,117,58,88
Free Spirit,#deeeed,222,238,237
Peach Cream,#fff0db,255,240,219
Pesto di Rucola,#748a35,116,138,53
Chewing Gum,#e6b0af,230,176,175
Mole,#392d2b,57,45,43
Jalapeno Red,#b2103c,178,16,60
Pitch-Black Forests,#003322,0,51,34
Boiling Magma,#ff3300,255,51,0
Breeze,#c2dde6,194,221,230
Magnolia,#fff9e4,255,249,228
Hint of Blue,#cee1f2,206,225,242
Glow Worm,#bed565,190,213,101
Tropical Rain,#447777,68,119,119
Devilish,#dd3322,221,51,34
Sinister,#12110e,18,17,14
Gin,#d9dfcd,217,223,205
Magnolia Petal,#f7eee3,247,238,227
Lighthouse Glow,#f8d568,248,213,104
Muddy Mauve,#e4b3cc,228,179,204
King Triton,#3c85be,60,133,190
Port Wine,#a17a83,161,122,131
Fuzzy Sheep,#f0e9d1,240,233,209
Mellow Yellow,#f8de7f,248,222,127
Monza,#c7031e,199,3,30
Cardinal,#c41e3a,196,30,58
Hazelnut Chocolate,#7b3f00,123,63,0
Old Whiskey,#ddaa55,221,170,85
Fennel Flower,#77aaff,119,170,255
Precious Pumpkin,#e16233,225,98,51
Mango Madness,#fd8c23,253,140,35
Alligator,#886600,136,102,0
Vulcan,#36383c,54,56,60
New Love,#c6bbdb,198,187,219
Crème de la Crème,#f3e7b4,243,231,180
Turf,#5f4f42,95,79,66
Sable Cloaked,#c4a7a1,196,167,161
Moon Rock,#958b84,149,139,132
Diamond,#faf7e2,250,247,226
Midnight in Tokyo,#000088,0,0,136
Whiskers,#f6f1e2,246,241,226
Blue Haze,#bdbace,189,186,206
Kid Icarus,#a81000,168,16,0
Matt Blue,#2c6fbb,44,111,187
Freezy Breezy,#99eeee,153,238,238
Falafel,#aa7711,170,119,17
Polar,#e5f2e7,229,242,231
Beekeeper,#f6e491,246,228,145
Wine Stain,#69444f,105,68,79
Meteor Shower,#5533ff,85,51,255
Way Beyond the Blue,#1188cc,17,136,204
Nougat,#b69885,182,152,133
Dark Galaxy,#0018a8,0,24,168
Dry Bone,#eadfce,234,223,206
Jazz,#5f2c2f,95,44,47
Banana Brick,#e8d82c,232,216,44
Diver's Eden,#3a797e,58,121,126
Persimmon,#e59b34,229,155,52
Driftwood,#a67a45,166,122,69
Wavelet,#7dc4cd,125,196,205
Egg Toast,#f2c911,242,201,17
Honey Do,#ededc7,237,237,199
Succulents,#007744,0,119,68
Waterfall,#3ab0a2,58,176,162
Ephemeral Blue,#cbd4df,203,212,223
EGA Green,#01ff07,1,255,7
Pika Yellow,#eee92d,238,233,45
Poisonous,#55ff11,85,255,17
Feijoa,#a5d785,165,215,133
Basil,#879f84,135,159,132
Capital Blue,#1a4157,26,65,87
Weathered Leather,#90614a,144,97,74
Wizard's Brew,#a090b8,160,144,184
Turquoise Pearl,#89f5e3,137,245,227
Wild Berry,#7e3a3c,126,58,60
Glorious Green Glitter,#aaee11,170,238,17
Wicked Green,#9bca47,155,202,71
Pesto di Pistacchio,#a7c437,167,196,55
Pastel Yellow,#fdfd96,253,253,150
Home Brew,#897b66,137,123,102
Phosphor Green,#00aa00,0,170,0
Night Rider,#332e2e,51,46,46
Intergalactic Cowboy,#222266,34,34,102
Nautical,#2e4a7d,46,74,125
